,number,value,datetime_start,datetime_complete,duration,params_activation,params_dropout,params_layers,params_shrink,state
1725,1725,0.47151559591293335,2026-03-14 05:15:32.494063,2026-03-14 05:15:46.350888,0 days 00:00:13.856825,tanh,0.0,3,0.5,COMPLETE
1726,1726,0.5091311931610107,2026-03-14 05:15:46.499401,2026-03-14 05:15:59.844124,0 days 00:00:13.344723,tanh,0.0,2,0.5,COMPLETE
1727,1727,0.5041581392288208,2026-03-14 05:15:59.995688,2026-03-14 05:16:13.900256,0 days 00:00:13.904568,relu,0.0,3,0.5,COMPLETE
1728,1728,0.47052890062332153,2026-03-14 05:16:14.037778,2026-03-14 05:16:28.128871,0 days 00:00:14.091093,tanh,0.05,3,0.5,COMPLETE
1729,1729,0.4602346122264862,2026-03-14 05:16:28.275009,2026-03-14 05:16:42.135882,0 days 00:00:13.860873,tanh,0.0,3,0.5,COMPLETE
1730,1730,0.4670652449131012,2026-03-14 05:16:42.283839,2026-03-14 05:16:56.339082,0 days 00:00:14.055243,tanh,0.0,3,0.5,COMPLETE
1731,1731,0.4348277747631073,2026-03-14 05:16:56.481902,2026-03-14 05:17:10.516775,0 days 00:00:14.034873,tanh,0.0,3,0.5,COMPLETE
1732,1732,0.4307847023010254,2026-03-14 05:17:10.654026,2026-03-14 05:17:24.865797,0 days 00:00:14.211771,tanh,0.0,4,0.5,COMPLETE
1733,1733,0.44566264748573303,2026-03-14 05:17:24.998428,2026-03-14 05:17:38.861124,0 days 00:00:13.862696,tanh,0.0,3,0.55,COMPLETE
1734,1734,0.5090287327766418,2026-03-14 05:17:38.996645,2026-03-14 05:17:52.900211,0 days 00:00:13.903566,tanh,0.0,3,0.5,COMPLETE
1735,1735,0.6417279243469238,2026-03-14 05:17:53.036728,2026-03-14 05:18:07.120665,0 days 00:00:14.083937,sigmoid,0.0,3,0.5,COMPLETE
1736,1736,0.44278788566589355,2026-03-14 05:18:07.257418,2026-03-14 05:18:21.218065,0 days 00:00:13.960647,tanh,0.0,3,0.55,COMPLETE
1737,1737,0.5060890913009644,2026-03-14 05:18:21.358679,2026-03-14 05:18:35.343177,0 days 00:00:13.984498,tanh,0.0,3,0.55,COMPLETE
1738,1738,0.45483851432800293,2026-03-14 05:18:35.482702,2026-03-14 05:18:49.627197,0 days 00:00:14.144495,tanh,0.4,3,0.5,COMPLETE
1739,1739,0.4705715775489807,2026-03-14 05:18:49.769744,2026-03-14 05:19:03.514367,0 days 00:00:13.744623,tanh,0.0,3,0.55,COMPLETE
1740,1740,0.4541853070259094,2026-03-14 05:19:03.659403,2026-03-14 05:19:17.960443,0 days 00:00:14.301040,tanh,0.05,3,0.5,COMPLETE
1741,1741,0.4283458888530731,2026-03-14 05:19:18.114958,2026-03-14 05:19:31.899913,0 days 00:00:13.784955,tanh,0.0,3,0.5,COMPLETE
1742,1742,0.4597218632698059,2026-03-14 05:19:32.046439,2026-03-14 05:19:46.062543,0 days 00:00:14.016104,tanh,0.30000000000000004,3,0.55,COMPLETE
1743,1743,0.4730033874511719,2026-03-14 05:19:46.213069,2026-03-14 05:20:00.142868,0 days 00:00:13.929799,tanh,0.0,3,0.5,COMPLETE
1744,1744,0.4279644787311554,2026-03-14 05:20:00.280481,2026-03-14 05:20:14.168030,0 days 00:00:13.887549,tanh,0.0,3,0.8,COMPLETE
1745,1745,0.4214492440223694,2026-03-14 05:20:14.311057,2026-03-14 05:20:28.094801,0 days 00:00:13.783744,tanh,0.0,3,0.55,COMPLETE
1746,1746,0.4383789598941803,2026-03-14 05:20:28.523934,2026-03-14 05:20:42.558080,0 days 00:00:14.034146,tanh,0.0,3,0.8500000000000001,COMPLETE
1747,1747,0.45932266116142273,2026-03-14 05:20:42.690847,2026-03-14 05:20:56.368556,0 days 00:00:13.677709,tanh,0.0,3,0.5,COMPLETE
1748,1748,0.4807780683040619,2026-03-14 05:20:56.525098,2026-03-14 05:21:10.811023,0 days 00:00:14.285925,relu,0.0,3,0.55,COMPLETE
1749,1749,0.477343887090683,2026-03-14 05:21:10.961055,2026-03-14 05:21:24.909872,0 days 00:00:13.948817,tanh,0.0,2,0.5,COMPLETE
1750,1750,0.4485549032688141,2026-03-14 05:21:25.054321,2026-03-14 05:21:39.217884,0 days 00:00:14.163563,tanh,0.05,3,0.55,COMPLETE
1751,1751,0.5028077363967896,2026-03-14 05:21:39.356528,2026-03-14 05:21:53.281151,0 days 00:00:13.924623,tanh,0.0,3,0.5,COMPLETE
1752,1752,0.48003751039505005,2026-03-14 05:21:53.422692,2026-03-14 05:22:07.428260,0 days 00:00:14.005568,tanh,0.0,3,0.55,COMPLETE
1753,1753,0.4737008512020111,2026-03-14 05:22:07.585858,2026-03-14 05:22:21.612475,0 days 00:00:14.026617,tanh,0.0,3,0.5,COMPLETE
1754,1754,0.48110631108283997,2026-03-14 05:22:21.754993,2026-03-14 05:22:35.665778,0 days 00:00:13.910785,tanh,0.0,3,0.5,COMPLETE
1755,1755,0.4574027955532074,2026-03-14 05:22:35.807752,2026-03-14 05:22:49.858467,0 days 00:00:14.050715,tanh,0.05,3,0.65,COMPLETE
1756,1756,0.4696696698665619,2026-03-14 05:22:49.996985,2026-03-14 05:23:03.908644,0 days 00:00:13.911659,tanh,0.0,3,0.8,COMPLETE
1757,1757,0.6451455354690552,2026-03-14 05:23:04.055667,2026-03-14 05:23:17.781631,0 days 00:00:13.725964,sigmoid,0.0,3,0.55,COMPLETE
1758,1758,0.6414167881011963,2026-03-14 05:23:17.974658,2026-03-14 05:23:31.740349,0 days 00:00:13.765691,tanh,0.0,4,0.55,COMPLETE
1759,1759,0.45137813687324524,2026-03-14 05:23:31.895865,2026-03-14 05:23:45.848489,0 days 00:00:13.952624,tanh,0.0,3,0.65,COMPLETE
1760,1760,0.49712520837783813,2026-03-14 05:23:45.980698,2026-03-14 05:24:00.042874,0 days 00:00:14.062176,tanh,0.0,3,0.5,COMPLETE
1761,1761,0.4308002293109894,2026-03-14 05:24:00.216478,2026-03-14 05:24:13.993461,0 days 00:00:13.776983,tanh,0.0,3,0.65,COMPLETE
1762,1762,0.4872328042984009,2026-03-14 05:24:14.141443,2026-03-14 05:24:28.022967,0 days 00:00:13.881524,tanh,0.0,3,0.5,COMPLETE
1763,1763,0.454025000333786,2026-03-14 05:24:28.196056,2026-03-14 05:24:42.205163,0 days 00:00:14.009107,tanh,0.0,3,0.65,COMPLETE
1764,1764,0.47208619117736816,2026-03-14 05:24:42.348675,2026-03-14 05:24:56.588382,0 days 00:00:14.239707,tanh,0.05,3,0.8500000000000001,COMPLETE
1765,1765,0.49094629287719727,2026-03-14 05:24:56.747903,2026-03-14 05:25:10.635552,0 days 00:00:13.887649,tanh,0.0,3,0.65,COMPLETE
1766,1766,0.6800843477249146,2026-03-14 05:25:10.791586,2026-03-14 05:25:25.568385,0 days 00:00:14.776799,tanh,0.45,5,0.55,COMPLETE
1767,1767,0.45300817489624023,2026-03-14 05:25:25.717954,2026-03-14 05:25:39.574633,0 days 00:00:13.856679,tanh,0.0,3,0.5,COMPLETE
1768,1768,0.45094457268714905,2026-03-14 05:25:39.750119,2026-03-14 05:25:53.618641,0 days 00:00:13.868522,tanh,0.0,3,0.65,COMPLETE
1769,1769,0.4796634018421173,2026-03-14 05:25:53.758155,2026-03-14 05:26:07.775902,0 days 00:00:14.017747,tanh,0.05,3,0.65,COMPLETE
1770,1770,0.48048701882362366,2026-03-14 05:26:08.096009,2026-03-14 05:26:22.111226,0 days 00:00:14.015217,relu,0.0,3,0.65,COMPLETE
1771,1771,0.5143656730651855,2026-03-14 05:26:22.260896,2026-03-14 05:26:36.004232,0 days 00:00:13.743336,tanh,0.0,3,0.55,COMPLETE
1772,1772,0.47146883606910706,2026-03-14 05:26:36.151256,2026-03-14 05:26:49.981218,0 days 00:00:13.829962,tanh,0.0,3,0.9,COMPLETE
1773,1773,0.4391521215438843,2026-03-14 05:26:50.185674,2026-03-14 05:27:04.369870,0 days 00:00:14.184196,tanh,0.0,3,0.65,COMPLETE
1774,1774,0.4711609482765198,2026-03-14 05:27:04.504383,2026-03-14 05:27:18.207912,0 days 00:00:13.703529,tanh,0.0,2,0.5,COMPLETE
1775,1775,0.4438256323337555,2026-03-14 05:27:18.363954,2026-03-14 05:27:32.195537,0 days 00:00:13.831583,tanh,0.0,3,0.55,COMPLETE
1776,1776,0.4591831862926483,2026-03-14 05:27:32.382751,2026-03-14 05:27:46.383438,0 days 00:00:14.000687,tanh,0.0,3,0.65,COMPLETE
1777,1777,0.4523718059062958,2026-03-14 05:27:46.523954,2026-03-14 05:28:00.345103,0 days 00:00:13.821149,tanh,0.0,3,0.5,COMPLETE
1778,1778,0.6437258720397949,2026-03-14 05:28:00.490629,2026-03-14 05:28:14.637181,0 days 00:00:14.146552,tanh,0.05,3,0.65,COMPLETE
1779,1779,0.451833575963974,2026-03-14 05:28:14.780561,2026-03-14 05:28:28.778313,0 days 00:00:13.997752,tanh,0.25,3,0.65,COMPLETE
1780,1780,0.5033208727836609,2026-03-14 05:28:28.932600,2026-03-14 05:28:42.707090,0 days 00:00:13.774490,tanh,0.0,3,0.95,COMPLETE
1781,1781,0.6444156169891357,2026-03-14 05:28:42.843380,2026-03-14 05:28:56.743772,0 days 00:00:13.900392,sigmoid,0.0,3,0.8,COMPLETE
1782,1782,0.4540031850337982,2026-03-14 05:28:56.900299,2026-03-14 05:29:10.882185,0 days 00:00:13.981886,tanh,0.0,3,0.55,COMPLETE
1783,1783,0.4498095214366913,2026-03-14 05:29:11.228485,2026-03-14 05:29:24.892791,0 days 00:00:13.664306,tanh,0.0,3,0.5,COMPLETE
1784,1784,0.48325374722480774,2026-03-14 05:29:25.033414,2026-03-14 05:29:38.823941,0 days 00:00:13.790527,tanh,0.0,3,0.65,COMPLETE
1785,1785,0.4282236099243164,2026-03-14 05:29:39.005479,2026-03-14 05:29:52.706720,0 days 00:00:13.701241,tanh,0.0,3,0.65,COMPLETE
1786,1786,0.46125704050064087,2026-03-14 05:29:52.973685,2026-03-14 05:30:07.038837,0 days 00:00:14.065152,tanh,0.0,3,0.75,COMPLETE
1787,1787,0.4344223439693451,2026-03-14 05:30:07.176962,2026-03-14 05:30:21.189633,0 days 00:00:14.012671,tanh,0.05,3,0.5,COMPLETE
1788,1788,0.4584302604198456,2026-03-14 05:30:21.333168,2026-03-14 05:30:35.107818,0 days 00:00:13.774650,tanh,0.0,3,0.65,COMPLETE
1789,1789,0.45722538232803345,2026-03-14 05:30:35.292915,2026-03-14 05:30:49.226717,0 days 00:00:13.933802,tanh,0.0,3,0.55,COMPLETE
1790,1790,0.45145267248153687,2026-03-14 05:30:49.366231,2026-03-14 05:31:03.175167,0 days 00:00:13.808936,tanh,0.0,3,0.65,COMPLETE
1791,1791,0.5624061226844788,2026-03-14 05:31:03.358192,2026-03-14 05:31:17.063934,0 days 00:00:13.705742,tanh,0.0,3,0.55,COMPLETE
1792,1792,0.4708065390586853,2026-03-14 05:31:17.286598,2026-03-14 05:31:31.011050,0 days 00:00:13.724452,relu,0.0,3,0.5,COMPLETE
1793,1793,0.46104270219802856,2026-03-14 05:31:31.342723,2026-03-14 05:31:45.251558,0 days 00:00:13.908835,tanh,0.0,3,0.65,COMPLETE
1794,1794,0.4314846396446228,2026-03-14 05:31:45.376069,2026-03-14 05:31:59.250576,0 days 00:00:13.874507,tanh,0.0,3,0.65,COMPLETE
1795,1795,0.4249357283115387,2026-03-14 05:31:59.395088,2026-03-14 05:32:13.763305,0 days 00:00:14.368217,tanh,0.05,4,0.5,COMPLETE
1796,1796,0.4761297404766083,2026-03-14 05:32:13.897491,2026-03-14 05:32:28.015258,0 days 00:00:14.117767,tanh,0.0,3,0.65,COMPLETE
1797,1797,0.4608417749404907,2026-03-14 05:32:28.151294,2026-03-14 05:32:42.021869,0 days 00:00:13.870575,tanh,0.0,3,0.65,COMPLETE
1798,1798,0.4569482207298279,2026-03-14 05:32:42.167975,2026-03-14 05:32:56.314851,0 days 00:00:14.146876,tanh,0.0,3,0.55,COMPLETE
1799,1799,0.4491107761859894,2026-03-14 05:32:56.452387,2026-03-14 05:33:11.042444,0 days 00:00:14.590057,tanh,0.0,3,0.5,COMPLETE
1800,1800,0.4858562648296356,2026-03-14 05:33:11.174140,2026-03-14 05:33:25.231651,0 days 00:00:14.057511,tanh,0.0,2,0.65,COMPLETE
1801,1801,0.46588531136512756,2026-03-14 05:33:25.381595,2026-03-14 05:33:39.202224,0 days 00:00:13.820629,tanh,0.0,3,0.65,COMPLETE
1802,1802,0.48191410303115845,2026-03-14 05:33:39.339545,2026-03-14 05:33:53.404456,0 days 00:00:14.064911,tanh,0.0,3,0.8,COMPLETE
1803,1803,0.6466562151908875,2026-03-14 05:33:53.551977,2026-03-14 05:34:07.872424,0 days 00:00:14.320447,sigmoid,0.05,3,0.55,COMPLETE
1804,1804,0.5281125903129578,2026-03-14 05:34:08.020972,2026-03-14 05:34:21.872196,0 days 00:00:13.851224,tanh,0.0,3,0.65,COMPLETE
1805,1805,0.4784233868122101,2026-03-14 05:34:22.026763,2026-03-14 05:34:36.115834,0 days 00:00:14.089071,tanh,0.0,3,0.5,COMPLETE
1806,1806,0.4957628548145294,2026-03-14 05:34:36.250506,2026-03-14 05:34:50.209834,0 days 00:00:13.959328,tanh,0.0,3,0.65,COMPLETE
1807,1807,0.47852957248687744,2026-03-14 05:34:50.348914,2026-03-14 05:35:04.283342,0 days 00:00:13.934428,tanh,0.0,3,0.75,COMPLETE
1808,1808,0.4061320126056671,2026-03-14 05:35:04.424861,2026-03-14 05:35:18.609351,0 days 00:00:14.184490,tanh,0.0,3,0.55,COMPLETE
1809,1809,0.4720408618450165,2026-03-14 05:35:18.759947,2026-03-14 05:35:32.531161,0 days 00:00:13.771214,tanh,0.0,3,0.55,COMPLETE
1810,1810,0.4929737448692322,2026-03-14 05:35:32.746203,2026-03-14 05:35:47.218002,0 days 00:00:14.471799,tanh,0.0,3,0.55,COMPLETE
1811,1811,0.6416652202606201,2026-03-14 05:35:47.393652,2026-03-14 05:36:01.676621,0 days 00:00:14.282969,tanh,0.0,5,0.55,COMPLETE
1812,1812,0.4883899390697479,2026-03-14 05:36:01.805145,2026-03-14 05:36:16.113936,0 days 00:00:14.308791,tanh,0.05,3,0.55,COMPLETE
1813,1813,0.46126148104667664,2026-03-14 05:36:16.257544,2026-03-14 05:36:30.303528,0 days 00:00:14.045984,tanh,0.0,3,0.55,COMPLETE
1814,1814,0.5580770373344421,2026-03-14 05:36:30.436040,2026-03-14 05:36:44.544311,0 days 00:00:14.108271,relu,0.35000000000000003,3,0.55,COMPLETE
1815,1815,0.4713141620159149,2026-03-14 05:36:44.692368,2026-03-14 05:36:58.703629,0 days 00:00:14.011261,tanh,0.0,3,0.55,COMPLETE
1816,1816,0.4481286108493805,2026-03-14 05:36:58.845145,2026-03-14 05:37:12.992408,0 days 00:00:14.147263,tanh,0.0,3,0.55,COMPLETE
1817,1817,0.4431065618991852,2026-03-14 05:37:13.123248,2026-03-14 05:37:27.008585,0 days 00:00:13.885337,tanh,0.0,3,0.55,COMPLETE
1818,1818,0.4248533248901367,2026-03-14 05:37:27.173175,2026-03-14 05:37:40.996230,0 days 00:00:13.823055,tanh,0.0,3,0.55,COMPLETE
1819,1819,0.6430266499519348,2026-03-14 05:37:41.135332,2026-03-14 05:37:56.001141,0 days 00:00:14.865809,tanh,0.0,8,0.55,COMPLETE
1820,1820,0.4278877377510071,2026-03-14 05:37:56.141757,2026-03-14 05:38:10.043547,0 days 00:00:13.901790,tanh,0.0,3,0.55,COMPLETE
1821,1821,0.43155109882354736,2026-03-14 05:38:10.174212,2026-03-14 05:38:24.385340,0 days 00:00:14.211128,tanh,0.0,4,0.55,COMPLETE
1822,1822,0.47868797183036804,2026-03-14 05:38:24.531863,2026-03-14 05:38:38.801661,0 days 00:00:14.269798,tanh,0.2,3,0.55,COMPLETE
1823,1823,0.6416371464729309,2026-03-14 05:38:39.135197,2026-03-14 05:38:53.379968,0 days 00:00:14.244771,sigmoid,0.05,3,0.55,COMPLETE
1824,1824,0.4287779927253723,2026-03-14 05:38:53.530447,2026-03-14 05:39:07.527968,0 days 00:00:13.997521,tanh,0.0,3,0.55,COMPLETE
1825,1825,0.5052569508552551,2026-03-14 05:39:07.651939,2026-03-14 05:39:21.678093,0 days 00:00:14.026154,tanh,0.0,3,0.55,COMPLETE
1826,1826,0.49219635128974915,2026-03-14 05:39:21.808644,2026-03-14 05:39:35.899224,0 days 00:00:14.090580,tanh,0.0,3,0.55,COMPLETE
1827,1827,0.4460468888282776,2026-03-14 05:39:36.025749,2026-03-14 05:39:50.173138,0 days 00:00:14.147389,tanh,0.05,3,0.55,COMPLETE
1828,1828,0.45808738470077515,2026-03-14 05:39:50.307157,2026-03-14 05:40:04.300426,0 days 00:00:13.993269,tanh,0.0,3,0.5,COMPLETE
1829,1829,0.4417990744113922,2026-03-14 05:40:04.441958,2026-03-14 05:40:18.608629,0 days 00:00:14.166671,tanh,0.0,3,0.55,COMPLETE
1830,1830,0.5103076100349426,2026-03-14 05:40:18.743935,2026-03-14 05:40:32.627122,0 days 00:00:13.883187,tanh,0.25,3,0.5,COMPLETE
1831,1831,0.4489249289035797,2026-03-14 05:40:32.762213,2026-03-14 05:40:46.521488,0 days 00:00:13.759275,tanh,0.0,3,0.55,COMPLETE
1832,1832,0.4625137448310852,2026-03-14 05:40:46.649010,2026-03-14 05:41:00.548304,0 days 00:00:13.899294,tanh,0.0,2,0.5,COMPLETE
1833,1833,0.4186185598373413,2026-03-14 05:41:00.693805,2026-03-14 05:41:14.704728,0 days 00:00:14.010923,tanh,0.0,3,0.55,COMPLETE
1834,1834,0.47209107875823975,2026-03-14 05:41:14.830247,2026-03-14 05:41:28.978412,0 days 00:00:14.148165,tanh,0.05,3,0.8500000000000001,COMPLETE
1835,1835,0.4013690650463104,2026-03-14 05:41:29.117543,2026-03-14 05:41:43.135282,0 days 00:00:14.017739,tanh,0.0,3,0.5,COMPLETE
1836,1836,0.4323148727416992,2026-03-14 05:41:43.262787,2026-03-14 05:41:57.390117,0 days 00:00:14.127330,tanh,0.0,3,0.5,COMPLETE
1837,1837,0.48733147978782654,2026-03-14 05:41:57.529188,2026-03-14 05:42:11.548085,0 days 00:00:14.018897,relu,0.0,3,0.5,COMPLETE
1838,1838,0.6350029110908508,2026-03-14 05:42:11.684118,2026-03-14 05:42:25.856680,0 days 00:00:14.172562,tanh,0.0,4,0.5,COMPLETE
1839,1839,0.47129952907562256,2026-03-14 05:42:26.007702,2026-03-14 05:42:39.944147,0 days 00:00:13.936445,tanh,0.0,3,0.5,COMPLETE
1840,1840,0.4071156978607178,2026-03-14 05:42:40.068671,2026-03-14 05:42:53.885491,0 days 00:00:13.816820,tanh,0.0,3,0.5,COMPLETE
1841,1841,0.4743816554546356,2026-03-14 05:42:54.110512,2026-03-14 05:43:08.185109,0 days 00:00:14.074597,tanh,0.0,3,0.5,COMPLETE
1842,1842,0.4385707974433899,2026-03-14 05:43:08.329142,2026-03-14 05:43:22.307025,0 days 00:00:13.977883,tanh,0.0,3,0.5,COMPLETE
1843,1843,0.4736745059490204,2026-03-14 05:43:22.457681,2026-03-14 05:43:36.454201,0 days 00:00:13.996520,tanh,0.0,3,0.5,COMPLETE
1844,1844,0.4923493266105652,2026-03-14 05:43:36.579715,2026-03-14 05:43:50.423151,0 days 00:00:13.843436,tanh,0.0,3,0.5,COMPLETE
1845,1845,0.4861573576927185,2026-03-14 05:43:50.566185,2026-03-14 05:44:04.675158,0 days 00:00:14.108973,tanh,0.0,3,0.5,COMPLETE
1846,1846,0.46897614002227783,2026-03-14 05:44:04.803690,2026-03-14 05:44:18.745338,0 days 00:00:13.941648,tanh,0.0,3,0.5,COMPLETE
1847,1847,0.6429716944694519,2026-03-14 05:44:18.893367,2026-03-14 05:44:32.845203,0 days 00:00:13.951836,sigmoid,0.05,3,0.5,COMPLETE
1848,1848,0.42266392707824707,2026-03-14 05:44:32.990232,2026-03-14 05:44:46.836647,0 days 00:00:13.846415,tanh,0.0,3,0.5,COMPLETE
1849,1849,0.4224390387535095,2026-03-14 05:44:46.980666,2026-03-14 05:45:00.943166,0 days 00:00:13.962500,tanh,0.0,3,0.5,COMPLETE
1850,1850,0.42140018939971924,2026-03-14 05:45:01.102210,2026-03-14 05:45:15.078937,0 days 00:00:13.976727,tanh,0.0,3,0.5,COMPLETE
1851,1851,0.43549153208732605,2026-03-14 05:45:15.233585,2026-03-14 05:45:29.214839,0 days 00:00:13.981254,tanh,0.0,3,0.5,COMPLETE
1852,1852,0.6431454420089722,2026-03-14 05:45:29.379368,2026-03-14 05:45:43.852205,0 days 00:00:14.472837,tanh,0.0,6,0.5,COMPLETE
1853,1853,0.5079314112663269,2026-03-14 05:45:43.992251,2026-03-14 05:45:58.088632,0 days 00:00:14.096381,tanh,0.0,3,0.5,COMPLETE
1854,1854,0.44641733169555664,2026-03-14 05:45:58.224727,2026-03-14 05:46:12.293524,0 days 00:00:14.068797,tanh,0.05,3,0.5,COMPLETE
1855,1855,0.43359845876693726,2026-03-14 05:46:12.432581,2026-03-14 05:46:26.321677,0 days 00:00:13.889096,tanh,0.0,3,0.5,COMPLETE
1856,1856,0.4962756335735321,2026-03-14 05:46:26.455323,2026-03-14 05:46:40.200054,0 days 00:00:13.744731,tanh,0.0,2,0.5,COMPLETE
1857,1857,0.4474170506000519,2026-03-14 05:46:40.344083,2026-03-14 05:46:54.184126,0 days 00:00:13.840043,tanh,0.0,3,0.5,COMPLETE
1858,1858,0.435183584690094,2026-03-14 05:46:54.308649,2026-03-14 05:47:08.377033,0 days 00:00:14.068384,tanh,0.0,3,0.5,COMPLETE
1859,1859,0.4816648066043854,2026-03-14 05:47:08.505601,2026-03-14 05:47:22.374768,0 days 00:00:13.869167,relu,0.0,3,0.5,COMPLETE
1860,1860,0.4639413356781006,2026-03-14 05:47:22.511319,2026-03-14 05:47:36.582639,0 days 00:00:14.071320,tanh,0.05,3,0.5,COMPLETE
1861,1861,0.4500046670436859,2026-03-14 05:47:36.710166,2026-03-14 05:47:50.671448,0 days 00:00:13.961282,tanh,0.0,3,0.5,COMPLETE
1862,1862,0.4206075668334961,2026-03-14 05:47:50.818192,2026-03-14 05:48:04.788741,0 days 00:00:13.970549,tanh,0.0,3,0.5,COMPLETE
1863,1863,0.4657931923866272,2026-03-14 05:48:04.922015,2026-03-14 05:48:18.556537,0 days 00:00:13.634522,tanh,0.0,3,0.5,COMPLETE
1864,1864,0.4231445789337158,2026-03-14 05:48:18.792582,2026-03-14 05:48:32.690890,0 days 00:00:13.898308,tanh,0.0,3,0.5,COMPLETE
1865,1865,0.48610225319862366,2026-03-14 05:48:32.821915,2026-03-14 05:48:46.853524,0 days 00:00:14.031609,tanh,0.0,3,0.5,COMPLETE
1866,1866,0.4608083963394165,2026-03-14 05:48:46.986042,2026-03-14 05:49:01.344539,0 days 00:00:14.358497,tanh,0.0,3,0.5,COMPLETE
1867,1867,0.4446033239364624,2026-03-14 05:49:01.484286,2026-03-14 05:49:15.402490,0 days 00:00:13.918204,tanh,0.0,3,0.5,COMPLETE
1868,1868,0.6434645652770996,2026-03-14 05:49:15.532514,2026-03-14 05:49:29.573244,0 days 00:00:14.040730,sigmoid,0.05,3,0.5,COMPLETE
1869,1869,0.4840923547744751,2026-03-14 05:49:29.708713,2026-03-14 05:49:43.558905,0 days 00:00:13.850192,tanh,0.0,3,0.5,COMPLETE
1870,1870,0.45277029275894165,2026-03-14 05:49:43.716861,2026-03-14 05:49:57.938272,0 days 00:00:14.221411,tanh,0.0,3,0.5,COMPLETE
1871,1871,0.5486207008361816,2026-03-14 05:49:58.082032,2026-03-14 05:50:12.181655,0 days 00:00:14.099623,tanh,0.0,4,0.5,COMPLETE
1872,1872,0.4758285582065582,2026-03-14 05:50:12.329993,2026-03-14 05:50:26.340932,0 days 00:00:14.010939,tanh,0.0,3,0.5,COMPLETE
1873,1873,0.4115488529205322,2026-03-14 05:50:26.473944,2026-03-14 05:50:40.440623,0 days 00:00:13.966679,tanh,0.0,3,0.5,COMPLETE
1874,1874,0.44599881768226624,2026-03-14 05:50:40.612661,2026-03-14 05:50:54.651478,0 days 00:00:14.038817,tanh,0.0,3,0.5,COMPLETE
1875,1875,0.42624276876449585,2026-03-14 05:50:54.792679,2026-03-14 05:51:09.106468,0 days 00:00:14.313789,tanh,0.0,3,0.5,COMPLETE
1876,1876,0.47242844104766846,2026-03-14 05:51:09.259636,2026-03-14 05:51:23.385239,0 days 00:00:14.125603,tanh,0.0,3,0.5,COMPLETE
1877,1877,0.5374758839607239,2026-03-14 05:51:23.535982,2026-03-14 05:51:37.456251,0 days 00:00:13.920269,tanh,0.0,3,0.5,COMPLETE
1878,1878,0.499931275844574,2026-03-14 05:51:37.594396,2026-03-14 05:51:51.689084,0 days 00:00:14.094688,tanh,0.0,3,0.5,COMPLETE
1879,1879,0.43919259309768677,2026-03-14 05:51:51.834846,2026-03-14 05:52:06.181167,0 days 00:00:14.346321,tanh,0.05,3,0.5,COMPLETE
1880,1880,0.4624433219432831,2026-03-14 05:52:06.323691,2026-03-14 05:52:20.345078,0 days 00:00:14.021387,tanh,0.0,3,0.5,COMPLETE
1881,1881,0.4771711826324463,2026-03-14 05:52:20.504601,2026-03-14 05:52:34.373930,0 days 00:00:13.869329,tanh,0.0,3,0.5,COMPLETE
1882,1882,0.501819908618927,2026-03-14 05:52:34.501443,2026-03-14 05:52:48.347957,0 days 00:00:13.846514,relu,0.0,3,0.5,COMPLETE
1883,1883,0.4547136127948761,2026-03-14 05:52:48.477474,2026-03-14 05:53:02.544783,0 days 00:00:14.067309,tanh,0.05,3,0.5,COMPLETE
1884,1884,0.4449094533920288,2026-03-14 05:53:02.724821,2026-03-14 05:53:16.627776,0 days 00:00:13.902955,tanh,0.0,3,0.5,COMPLETE
1885,1885,0.46180301904678345,2026-03-14 05:53:16.779320,2026-03-14 05:53:30.560374,0 days 00:00:13.781054,tanh,0.0,2,0.5,COMPLETE
1886,1886,0.4105396568775177,2026-03-14 05:53:30.723405,2026-03-14 05:53:44.485625,0 days 00:00:13.762220,tanh,0.0,3,0.5,COMPLETE
1887,1887,0.4641958773136139,2026-03-14 05:53:44.635145,2026-03-14 05:53:58.669904,0 days 00:00:14.034759,tanh,0.0,3,0.5,COMPLETE
1888,1888,0.6423461437225342,2026-03-14 05:53:58.827093,2026-03-14 05:54:13.575119,0 days 00:00:14.748026,tanh,0.0,7,0.5,COMPLETE
1889,1889,0.4908769130706787,2026-03-14 05:54:13.728142,2026-03-14 05:54:27.820557,0 days 00:00:14.092415,tanh,0.0,3,0.5,COMPLETE
1890,1890,0.4576722979545593,2026-03-14 05:54:27.953115,2026-03-14 05:54:42.032773,0 days 00:00:14.079658,tanh,0.0,3,0.5,COMPLETE
1891,1891,0.643447756767273,2026-03-14 05:54:42.168773,2026-03-14 05:54:56.271632,0 days 00:00:14.102859,sigmoid,0.0,3,0.5,COMPLETE
1892,1892,0.4531380534172058,2026-03-14 05:54:56.400154,2026-03-14 05:55:10.564244,0 days 00:00:14.164090,tanh,0.05,3,0.5,COMPLETE
1893,1893,0.4108681082725525,2026-03-14 05:55:10.723793,2026-03-14 05:55:24.773359,0 days 00:00:14.049566,tanh,0.0,3,0.5,COMPLETE
